compound_id,preferred_name,synonyms
kegg:C09248,"Tubulosine","Tubulosine"
kegg:C09249,"Usambarensine","Usambarensine"
kegg:C09250,"Usambarine","Usambarine"
kegg:C09251,"Vincamine","Vincamine"
kegg:C09252,"Voacamine","Methyl-12-methoxy-13-(17-methoxy-17-oxovobasan-3alpha-yl)ibogamine-18-carboxylate|Voacamine"
kegg:C09253,"Vobasine","Vobasine"
kegg:C09254,"Vobtusine","Vobtusine"
kegg:C09255,"Vomicine","Vomicine"
kegg:C09256,"Yohimbine","Yohimbine"
kegg:C09257,"Decuroside III","Decuroside III"
kegg:C09258,"Decursin","Decursin"
kegg:C09259,"Decursinol","Decursinol"
kegg:C09260,"Dihydrosamidin","Dihydrosamidin"
kegg:C09261,"Disenecionyl cis-khellactone","Disenecionyl cis-khellactone"
kegg:C09262,"(3'R,4'R)-3'-Epoxyangeloyloxy-4'-acetoxy-3',4'-dihydroseselin","(3'R,4'R)-3'-Epoxyangeloyloxy-4'-acetoxy-3',4'-dihydroseselin"
kegg:C09263,"Esculetin","Aesculetin|Esculetin"
kegg:C09264,"Esculin","Esculin|Esculoside"
kegg:C09265,"Fraxetin","Fraxetin"
kegg:C09266,"Fraxin","Fraxin"
kegg:C09267,"Heliettin","Heliettin"
kegg:C09268,"Herniarin","7-Methoxycoumarin|Herniarin"
kegg:C09269,"Imperatorin","Imperatorin"
kegg:C09270,"Isosamidin","Isosamidin"
kegg:C09271,"Leptodactylone","Leptodactylone"
kegg:C09272,"Libanorin","Libanorin"
kegg:C09273,"Luvangetin","10-Methoxy-8,8-dimethyl-2H,8H-benzo[1,2-b:5,4-b']dipyran-2-one|Luvangetin"
kegg:C09274,"Tabernanthine","Tabernanthine"
kegg:C09275,"Mammeisin","Mammeisin"
kegg:C09276,"Marmesin","(+)-Marmesin|Marmesin"
kegg:C09277,"Micromelin","Micromelin"
kegg:C09278,"Nodakenetin","(-)-Marmesin|Nodakenetin"
kegg:C09279,"Nodakenin","Nodakenin"
kegg:C09280,"Osthol","Osthol"
kegg:C09281,"Ostruthin","Ostruthin"
kegg:C09282,"Oxypeucedanin","Oxypeucedanin"
kegg:C09283,"Peucedanin","Peucedanin"
kegg:C09284,"Peucenidin","Peucenidin"
kegg:C09285,"Pimpinellin","Pimpinellin"
kegg:C09286,"Absinthin","Absinthin"
kegg:C09287,"Achillin","Achillin"
kegg:C09288,"Acroptilin","Acroptilin|Chlorohyssopifolin C"
kegg:C09289,"Alantolactone","Alantolactone"
kegg:C09290,"Alatolide","Alatolide"
kegg:C09291,"Amaralin","Amaralin"
kegg:C09292,"Ambrosin","10alphaH-Ambrosa-2,11(13)-dien-12-oic acid, 6beta-hydroxy-4-oxo-, gamma-lactone|Ambrosin"
kegg:C09293,"Angustibalin","Angustibalin|Helenalin 6-acetate"
kegg:C09294,"Anisatin","Anisatin"
kegg:C09295,"Arbusculin A","Arbusculin A"
kegg:C09296,"Archangelolide","Archangelolide"
kegg:C09297,"Arctiopicrin","Arctiopicrin"
kegg:C09298,"Arctolide","Arctolide"
kegg:C09299,"Arnicolide A","Arnicolide A|Dihydrohelenalin acatate"
kegg:C09300,"Aromaticin","Aromaticin"
kegg:C09301,"Artabsin","Artabsin"
kegg:C09302,"Artecanin","Artecanin|Chrysartemin B"
kegg:C09303,"Arteglasin A","Arteglasin A"
kegg:C09304,"Artemisiifolin","Artemisiifolin"
kegg:C09305,"Psoralen","Ficusin|Psoralen"
kegg:C09306,"Sulfur dioxide","Sulfur dioxide"
kegg:C09307,"Pteryxin","Pteryxin"
kegg:C09308,"Rutamarin","Rutamarin"
kegg:C09309,"Rutarin","Rutarin"
kegg:C09310,"Samidin","Samidin"
kegg:C09311,"Scoparone","6,7-Dimethoxycoumarin|Scoparone"
kegg:C09312,"Seselin","Seselin"
kegg:C09313,"5,6,7-Trimethoxycoumarin","5,6,7-Trimethoxycoumarin"
kegg:C09314,"Trioxsalen","4,8,5'-Trimethylpsoralen|Trioxsalen|Trioxysalen"
kegg:C09315,"Umbelliferone","7-Hydroxycoumarin|Umbelliferone"
kegg:C09316,"Visnadin","Visnadin|Visnadine"
kegg:C09317,"Xanthyletin","Xanthyletin"
kegg:C09318,"Abyssinone I","Abyssinone I"
kegg:C09319,"Abyssinone V","Abyssinone V"
kegg:C09320,"Afzelechin","3,5,7,4'-Tetrahydroxyflavan|Afzelechin"
kegg:C09321,"2'-Hydroxychalcone","2'-Hydroxychalcone"
kegg:C09322,"Actinodaphnine","Actinodaphine|Actinodaphnine"
kegg:C09323,"Adiantifoline","Adiantifoline"
kegg:C09324,"(+)-Adlumine","(+)-Adlumine"
kegg:C09325,"Aknadicine","Aknadicine"
kegg:C09326,"Alamarine","Alamarine"
kegg:C09327,"Alangicine","Alangicine"
kegg:C09328,"Alangimarckine","Alangimarckine"
kegg:C09329,"Alangimarine","Alangimarine"
kegg:C09330,"Alangiside","Alangiside"
kegg:C09331,"Alpinine","Alpinine"
kegg:C09332,"Tetrahydrofolyl-[Glu](2)","THF-L-glutamate|Tetrahydrofolyl-[Glu](2)"
kegg:C09333,"Amurensine","Amurensine"
kegg:C09334,"Amurine","Amurine"
kegg:C09335,"Ancistrocladine","Ancistrocladine"
kegg:C09336,"Angoline","Angoline"
kegg:C09337,"Ankorine","Ankorine"
kegg:C09338,"Annolobine","Annolobine|Anolobine"
kegg:C09339,"(-)-Annonaine","(-)-Annonaine|Anonaine"
kegg:C09340,"(-)-Apoglaziovine","(-)-Apoglaziovine"
kegg:C09341,"(-)-Argemonine","(-)-Argemonine|Argemonine"
kegg:C09342,"Armepavine","Armepavine"
kegg:C09343,"Atheroline","Atheroline"
kegg:C09344,"Artemisin","Artemisin"
kegg:C09345,"Artemorin","Artemorin"
kegg:C09346,"Autumnolide","Autumnolide"
kegg:C09347,"Atherospermidine","Atherospermidine"
kegg:C09348,"6,7-Dimethoxyisoquinoline","6,7-Dimethoxyisoquinoline|Backebergine"
kegg:C09349,"Baileyin","Baileyin"
kegg:C09350,"Bakkenolide A","Bakkenolide A"
kegg:C09351,"Budlein A","Budlein A"
kegg:C09352,"(+)-Bebeerine","(+)-Bebeerine|Bebeerine"
kegg:C09353,"Calaxin","Calaxin"
kegg:C09354,"Canin","Canin"
kegg:C09355,"Chamissonin","Chamissonin"
kegg:C09356,"Chamissonin diacetate","Chamissonin diacetate"
kegg:C09357,"Berbamine","Berbamine"
kegg:C09358,"Chlorochrymorin","Chlorochrymorin"
kegg:C09359,"Chlorohyssopifolin A","Chlorohyssopifolin A"
kegg:C09360,"Berberastine","Berberastine"
kegg:C09361,"Chromolaenide","Chromolaenide"
kegg:C09362,"Cnicin","Cnicin"
kegg:C09363,"Conchosin A","Conchosin A"
kegg:C09364,"Bicuculline","Bicuculline"
kegg:C09365,"Boldine","Boldine"
kegg:C09366,"Bracteoline","Bracteoline"
kegg:C09367,"Bulbocapnine","Bulbocapnine"
kegg:C09368,"(-)-Caaverine","(-)-Caaverine|Noraporphin-1-ol, 2-methoxy-"
kegg:C09369,"Calafatimine","Calafatimine"
kegg:C09370,"Cancentrine","Cancentrine"
kegg:C09371,"Capaurine","Capaurine"
kegg:C09372,"Capnoidine","(-)-Adlumidine|Capnoidine"
kegg:C09373,"Conchosin B","Conchosin B"
kegg:C09374,"Confertiflorin","(+)-Confertiflorin|Confertiflorin"
kegg:C09375,"(+-)-Carnegine","(+-)-Carnegine|Carnegine"
kegg:C09376,"Confertifolin","Confertifolin"
kegg:C09377,"Caseadine","Caseadine"
kegg:C09378,"Confertin","Confertin"
kegg:C09379,"Coriamyrtin","Coriamyrtin"
kegg:C09380,"Cassythine","Cassyfiline|Cassythine"
kegg:C09381,"Coronopilin","Coronopilin"
kegg:C09382,"Costunolide","(+)-Costunolide|Costunolide"
kegg:C09383,"alpha-Cyclocostunolide","alpha-Cyclocostunolide"
kegg:C09384,"beta-Cyclocostunolide","beta-Cyclocostunolide"
kegg:C09385,"Cynaropicrin","Cynaropicrin"
kegg:C09386,"Damsin","Damsin"
kegg:C09387,"Dehydrocostus lactone","Dehydrocostus lactone"
kegg:C09388,"Deoxyelephantopin","Deoxyelephantopin"
kegg:C09389,"(+)-Cassythicine","(+)-Cassythicine"
kegg:C09390,"Cephaeline","Cephaeline"
kegg:C09391,"Cepharanthine","Cepharanthine"
kegg:C09392,"8-Deoxylactucin","8-Deoxylactucin"
kegg:C09393,"Corpaine","Corpaine"
kegg:C09394,"Desacetoxymatricarin","Desacetoxymatricarin|Leucodin"
kegg:C09395,"Deacetyleupaserrin","Deacetyleupaserrin"
kegg:C09396,"Dihydrogriesenin","Dihydrogriesenin"
kegg:C09397,"Dihydromikanolide","Dihydromikanolide"
kegg:C09398,"Cularicine","Cularicine"
kegg:C09399,"Drimenin","Drimenin"
kegg:C09400,"Cularidine","Cularidine"
kegg:C09401,"Eleganin","Eleganin"
kegg:C09402,"Elephantin","Elephantin"
kegg:C09403,"Elephantopin","Elephantopin"
kegg:C09404,"Encelin","Encelin"
kegg:C09405,"Enhydrin","Enhydrin"
kegg:C09406,"Eremanthin","Eremanthin"
kegg:C09407,"Eremantholide A","Eremantholide|Eremantholide A"
kegg:C09408,"Eremofrullanolide","Eremofrullanolide"
kegg:C09409,"Eremophilenolide","Eremophilenolide"
kegg:C09410,"Cularimine","Cularimine"
kegg:C09411,"Cularine","Cularine"
kegg:C09412,"Erioflorin acetate","Erioflorin acetate"
kegg:C09413,"Erioflorin methacrylate","Erioflorin methacrylate"
kegg:C09414,"Eriolangin","Eriolangin"
kegg:C09415,"Daphnandrine","Daphnandrine"
kegg:C09416,"Eupachlorin","Eupachlorin"
kegg:C09417,"Eupachlorin acetate","Eupachlorin acetate"
kegg:C09418,"Daphnoline","Daphnoline"
kegg:C09419,"Dauricine","Dauricine"
kegg:C09420,"Emetamine","Emetamine"
kegg:C09421,"Emetine","Emetine"
kegg:C09422,"Erysonine","Erysonine"
kegg:C09423,"Erysotrine","Erysotrine"
kegg:C09424,"Erythratidine","Erythratidine"
kegg:C09425,"Eupachloroxin","Eupachloroxin"
kegg:C09426,"Eschscholtzidine","(5S)-5,6,11,12-Tetrahydro-8,9-dimethoxy-14-methyl-benzo[5,6]cycloocta[1,2-f]-1,3-benzodioxol-5,11-imine|Eschscholtzidine"
kegg:C09427,"Eupacunin","Eupacunin"
kegg:C09428,"Eupacunolin","Eupacunolin"
kegg:C09429,"Eupacunoxin","Eupacunoxin"
kegg:C09430,"Fagaridine","Fagaridine"
kegg:C09431,"Eupaformonin","Eupaformonin"
kegg:C09432,"Eupaformosanin","Eupaformosanin"
kegg:C09433,"Eupahyssopin","Eupahyssopin"
kegg:C09434,"Euparotin","Euparotin"
kegg:C09435,"Euparotin acetate","Euparotin acetate"
kegg:C09436,"Eupaserrin","Eupaserrin"
kegg:C09437,"Eupatocunin","Eupatocunin"
kegg:C09438,"Fagaronine","Fagaronine"
kegg:C09439,"Eupatocunoxin","Eupatocunoxin"
kegg:C09440,"Eupatolide","Eupatolide"
kegg:C09441,"Fetidine","Fetidine"
kegg:C09442,"Eupatoriopicrin","Eupatoriopicrin"
kegg:C09443,"Eupatoroxin","Eupatoroxin"
kegg:C09444,"Fumaricine","Fumaricine"
kegg:C09445,"Gigantine","Gigantine"
kegg:C09446,"Glaucine","Glaucine"
kegg:C09447,"10-epi-Eupatoroxin","10-epi-Eupatoroxin"
kegg:C09448,"Eupatundin","Eupatundin"
kegg:C09449,"Euponin","Euponin"
kegg:C09450,"Farinosin","Farinosin"
kegg:C09451,"Fastigilin B","Fastigilin B"
kegg:C09452,"Fastigilin C","Fastigilin C"
kegg:C09453,"Florilenalin","Florilenalin"
kegg:C09454,"Frullanolide","Frullanolide"
kegg:C09455,"Gaillardin","Gaillardin"
kegg:C09456,"Geigerin","Geigerin"
kegg:C09457,"Glaziovine","Glaziovine"
kegg:C09458,"Gyrocarpine","Gyrocarpine"
kegg:C09459,"Hasubanonine","Hasubanonine"
kegg:C09460,"Heliamine","Heliamine"
kegg:C09461,"Hernandezine","Hernandezine"
kegg:C09462,"(-)-alpha-Hydrastine","(-)-alpha-Hydrastine"
kegg:C09463,"Glaucolide A","Glaucolide A"
kegg:C09464,"Ipecoside","Ipecoside"
kegg:C09465,"Glaucolide B","Glaucolide B"
kegg:C09466,"Glechomanolide","Glechomanolide"
kegg:C09467,"Goyazensolide","Goyazensolide"
kegg:C09468,"Gradolide","Gradolide"
kegg:C09469,"Graminiliatrin","Graminiliatrin"
kegg:C09470,"Granilin","Granilin"
kegg:C09471,"Asebogenin","Asebogenin|Phloretin 4'-methyl ether"
kegg:C09472,"Grosshemin","Grosshemin"
kegg:C09473,"Helenalin","Helenalin"
kegg:C09474,"Heliangin","Heliangin"
kegg:C09475,"Hiyodorilactone A","Hiyodorilactone A"
kegg:C09476,"7alpha-Hydroxydehydrocostus lactone","7alpha-Hydroxydehydrocostus lactone"
kegg:C09477,"Hydroxyvernolide","Hydroxyvernolide"
kegg:C09478,"Auriculoside","7,3',5'-Trihydroxy-4'-methoxyflavan 3'-glucoside|Auriculoside"
kegg:C09479,"Betagarin","5,2'-Dimethoxy-6,7-methylenedioxyflavanone|Betagarin"
kegg:C09480,"Hymenoflorin","Hymenoflorin"
kegg:C09481,"Hymenolin","Hymenolin"
kegg:C09482,"Hymenoxon","Hymenoxon"
kegg:C09483,"Inulicin","Inulicin"
kegg:C09484,"Isoalantolactone","Isoalantolactone"
kegg:C09485,"Isohelenol","Isohelenol"
kegg:C09486,"Isomontanolide","Isomontanolide"
kegg:C09487,"Isotenulin","Isotenulin"
kegg:C09488,"Ivalin","Ivalin"
kegg:C09489,"Lactucin","Lactucin"
kegg:C09490,"Lactupicrin","Lactupicrin"
kegg:C09491,"Laserolide","Laserolide"
kegg:C09492,"Laurenobiolide","Laurenobiolide"
kegg:C09493,"Liatrin","Liatrin"
kegg:C09494,"Ligulatin B","Incanin|Ligulatin B"
kegg:C09495,"Linderane","Linderane"
kegg:C09496,"Linifolin A","Linifolin A"
kegg:C09497,"Lipiferolide","Lipiferolide"
kegg:C09498,"Ludovicin A","Ludovicin A"
kegg:C09499,"Matricin","Matricin"
kegg:C09500,"Melampodin A","Melampodin A"
kegg:C09501,"Melampodinin","Melampodinin"
kegg:C09502,"Mellitoxin","Hyenanchin|Mellitoxin"
kegg:C09503,"Mexicanin E","Mexicanin E"
kegg:C09504,"Mexicanin I","Mexicanin I"
kegg:C09505,"Broussin","7-Hydroxy-4'-methoxyflavan|Broussin"
kegg:C09506,"Michelenolide","Michelenolide"
kegg:C09507,"Micheliolide","Micheliolide"
kegg:C09508,"Microhelenin A","Microhelenin A"
kegg:C09509,"Microhelenin C","Microhelenin C"
kegg:C09510,"Microlenin","Microlenin"
kegg:C09511,"Mikanolide","Mikanolide"
kegg:C09512,"Molephantin","Molephantin"
kegg:C09513,"Molephantinin","Molephantinin"
kegg:C09514,"Multigilin","Multigilin"
kegg:C09515,"Multiradiatin","Multiradiatin"
kegg:C09516,"Multistatin","Multistatin"
kegg:C09517,"Niveusin C","Niveusin C"
kegg:C09518,"Nobilin","Nobilin"
kegg:C09519,"Oblongolide","Oblongolide"
kegg:C09520,"Onopordopicrin","Onopordopicrin"
kegg:C09521,"Orizabin","Orizabin"
kegg:C09522,"Ovatifolin","Ovatifolin"
kegg:C09523,"Parthenin","Parthenin"
kegg:C09524,"Broussonin C","Broussonin C"
kegg:C09525,"Paucin","Paucin"
kegg:C09526,"1-Peroxyferolide","1-Peroxyferolide"
kegg:C09527,"Phantomolin","Phantomolin"
kegg:C09528,"Picrotin","Picrotin"
kegg:C09529,"Picrotoxinin","Picrotoxinin"
kegg:C09530,"Pleniradin","Pleniradin"
kegg:C09531,"Plenolin","Plenolin"
kegg:C09532,"Polhovolide","Polhovolide"
kegg:C09533,"Provincialin","Provincialin"
kegg:C09534,"Pseudoivalin","Pseudoivalin"
kegg:C09535,"Pycnolide","Pycnolide"
kegg:C09536,"Pyrethrosin","Pyrethrosin"
kegg:C09537,"Quadrone","Quadrone"
kegg:C09538,"Qing Hau Sau","Artemisinin|Qing Hau Sau"
kegg:C09539,"Radiatin","Radiatin"
kegg:C09540,"Ridentin","Ridentin"
kegg:C09541,"(S)-Isoboldine","(+)-Isoboldine|(S)-Isoboldine|2,10-Dimethoxy-6aalpha-aporphine-1,9-diol|Isoboldine"
kegg:C09542,"Salonitenolide","Salonitenolide"
kegg:C09543,"Isochondrodendrine","Isochondrodendrine"
kegg:C09544,"Santamarin","Santamarin"
kegg:C09545,"beta-Santonin","beta-Santonin"
kegg:C09546,"Isococculidine","Erythrinan, 1,2-didehydro-3,15-dimethoxy-, (3-beta)-|Isococculidine"
kegg:C09547,"Saupirin","Saupirin"
kegg:C09548,"Scorpioidin","Scorpioidin"
kegg:C09549,"Isocorydine","Isocorydine"
kegg:C09550,"Isothebaine","Isothebaine"
kegg:C09551,"Spicatin","Spicatin"
kegg:C09552,"Stramonin B","Stramonin B"
kegg:C09553,"Jatrorrhizine","Jatrorrhizine"
kegg:C09554,"Tagitinin F","Tagitinin F"
kegg:C09555,"(-)-Laudanidine","(-)-Laudanidine"
kegg:C09556,"Tamaulipin A","Tamaulipin A"
kegg:C09557,"Tenulin","Tenulin"
kegg:C09558,"Laudanosine","Laudanosine"
kegg:C09559,"Tetraneurin A","Tetraneurin A"
kegg:C09560,"Tetraneurin E","Ambrosanolide|Tetraneurin E"
kegg:C09561,"Thapsigargin","Thapsigargin"
kegg:C09562,"Tomentosin","Tomentosin"
kegg:C09563,"Trilobolide","Trilobolide"
kegg:C09564,"Tulipinolide","Tulipinolide"
kegg:C09565,"Laurifine","Laurifine"
kegg:C09566,"epi-Tulipinolide","epi-Tulipinolide"
kegg:C09567,"Liriodenine","Liriodenine|Oxoushinsunine"
kegg:C09568,"epi-Tulipinolide diepoxide","epi-Tulipinolide diepoxide"
kegg:C09569,"Longifolonine","Longifolonine"
kegg:C09570,"Tutin","Tutin"
kegg:C09571,"Lophocerine","Lophocerine"
kegg:C09572,"Ursiniolide A","Ursiniolide A"
kegg:C09573,"Lophophorine","Lophophorine"
kegg:C09574,"Vermeerin","Vermeerin"
kegg:C09575,"(+)-Luguine","(+)-Luguine"
kegg:C09576,"Vernodalin","Vernodalin"
kegg:C09577,"Vernodalol","Vernodalol"
kegg:C09578,"Vernoflexin","Vernoflexin"
kegg:C09579,"Vernoflexuoside","Vernoflexuoside"
kegg:C09580,"Macoline","Macoline"
kegg:C09581,"Magnoflorine","Magnoflorine"
kegg:C09582,"Vernolepin","Vernolepin"
kegg:C09583,"Vernolide","Vernolide"
kegg:C09584,"Vernomenin","Vernomenin"
kegg:C09585,"Vernomygdin","Vernomygdin"
kegg:C09586,"Viguiestenin","Viguiestenin"
kegg:C09587,"Viscidulin B","Viscidulin B"
kegg:C09588,"Mecambrine","Mecambrine"
kegg:C09589,"(+)-Mecambroline","(+)-Mecambroline"
kegg:C09590,"Thalmidine","(+)-O-Methylthalicberine|Thalmidine"
kegg:C09591,"Narceine","Narceine"
kegg:C09592,"alpha-Narcotine","Noscapine|alpha-Narcotine"
kegg:C09593,"Narcotoline","Narcotoline"
kegg:C09594,"Neopine","Neopine"
kegg:C09595,"Nitidine","Nitidine"
kegg:C09596,"Obaberine","Obaberine"
kegg:C09597,"Ochotensine","Ochotensine"
kegg:C09598,"Oxyacanthine","Oxyacanthine"
kegg:C09599,"Parfumine","Parfumine"
kegg:C09600,"Vulgarin","Vulgarin"
kegg:C09601,"Xanthatin","Xanthatin"
kegg:C09602,"Xanthinin","Xanthinin"
kegg:C09603,"Xanthumin","Xanthumin"
kegg:C09604,"(-)-Pellotine","(-)-Pellotine|Pellotine"
kegg:C09605,"Xerantholide","Xerantholide"
kegg:C09606,"Zaluzanin C","Zaluzanin C"
kegg:C09607,"Zexbrevin B","Zexbrevin B"
kegg:C09608,"Phaeantharine","Phaeantharine"
kegg:C09609,"Pilocereine","Pilocereine"
kegg:C09610,"Polycarpine","Polycarpine"
kegg:C09611,"(+)-Pronuciferine","(+)-Pronuciferine"
kegg:C09612,"Psychotrine","Psychotrine"
kegg:C09613,"Pukateine","Pukateine"
kegg:C09614,"Butin","(-)-Butin|7,3',4'-Trihydroxyflavanone|Butin"
kegg:C09615,"Pycnamine","Pycnamine"
kegg:C09616,"Butrin","Butin 7,3'-di-O-glucoside|Butrin"
kegg:C09617,"Catechin 7-O-beta-D-xyloside","Catechin 7-O-beta-D-xyloside"
kegg:C09618,"Davidigenin","2',4,4'-trihydroxychalcone|4,2',4'-Trihydroxydihydrochalcone|Davidigenin"
kegg:C09619,"Rhoeadine","Rhoeadine"
kegg:C09621,"(-)-alpha-Bisabolol","(-)-alpha-Bisabolol|Levomenol"
kegg:C09622,"Botrydial","Botrydial"
kegg:C09623,"Buddledin A","Buddledin A"
kegg:C09624,"Rodiasine","Rodiasine"
kegg:C09625,"beta-Cadinene","beta-Cadinene"
kegg:C09626,"Canellal","Canellal|Muzigadial"
kegg:C09627,"Capsidiol","Capsidiol"
kegg:C09628,"Carotol","Carotol"
kegg:C09629,"beta-Caryophyllene","Caryophyllene|beta-Caryophyllene"
kegg:C09630,"alpha-Cedrene","alpha-Cedrene"
kegg:C09631,"alpha-Cedrol","Cedrol|alpha-Cedrol"
kegg:C09632,"Centarol","Centarol"
kegg:C09633,"Chamazulene","Chamazulene"
kegg:C09634,"Rugosinone","1,3-Dioxolo[4,5-g]isoquinolin-5-yl(2-hydroxy-3,4-dimethoxyphenyl)methanone|Rugosinone"
kegg:C09635,"alpha-Chamigrene","alpha-Chamigrene"
kegg:C09636,"Diffutin","Diffutin"
kegg:C09637,"beta-Chamigrene","beta-Chamigrene"
kegg:C09638,"Cinnamodial","Cinnamodial"
kegg:C09639,"alpha-Copaene","Copaene|alpha-Copaene"
kegg:C09640,"(-)-Salsoline","(-)-Salsoline"
kegg:C09641,"7,4'-Dihydroxyflavan","7,4'-Dihydroxyflavan"
kegg:C09642,"(-)-Salsolinol","(-)-Salsolinol|6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-|Salsolinol"
kegg:C09643,"Sinomenine","Sinomenine"
kegg:C09644,"2',6'-Dihydroxy-4'-methoxydihydrochalcone","2',6'-Dihydroxy-4'-methoxydihydrochalcone"
kegg:C09645,"Cuauhtemone","Cuauhtemone"
kegg:C09646,"7,3'-Dihydroxy-4'-methoxy-8-methylflavan","7,3'-Dihydroxy-4'-methoxy-8-methylflavan"
kegg:C09647,"alpha-Cubebene","alpha-Cubebene"
kegg:C09648,"beta-Cubebene","beta-Cubebene"
kegg:C09649,"alpha-Curcumene","Benzene, 1-(1,5-dimethyl-4-hexenyl)-4-methyl-, (R)-|alpha-Curcumene|l-alpha-Curcumene"
kegg:C09650,"7,4'-Dihydroxy-8-methylflavan","7,4'-Dihydroxy-8-methylflavan"
kegg:C09651,"Cycloeudesmol","Cycloeudesmol"
kegg:C09652,"Daucol","Daucol"
kegg:C09653,"Debneyol","Debneyol"
kegg:C09654,"(+)-Tetrandrine","(+)-Tetrandrine|Tetrandrine"
kegg:C09655,"Thalicarpine","Thalicarpine"
kegg:C09656,"Thalidasine","Thalidasine"
kegg:C09657,"Dehydrojuvabione","(4R)-4-[(1R)-1,5-Dimethyl-3-oxo-4-hexenyl]-1-cyclohexene-1-carboxylic acid methyl ester|Dehydrojuvabione"
kegg:C09658,"Dehydromyodesmone","Dehydromyodesmone"
kegg:C09659,"Thalmine","Thalmine"
kegg:C09660,"Dehydrongaione","Dehydrongaione"
kegg:C09661,"Thalsimine","Thalsimine"
kegg:C09662,"Diacetoxyscirpenol","Diacetoxyscirpenol"
kegg:C09663,"alpha-Eudesmol","alpha-Eudesmol"
kegg:C09664,"beta-Eudesmol","beta-Eudesmol"
kegg:C09665,"alpha-Farnesene","(3E,6E)-alpha-Farnesene|alpha-Farnesene"
kegg:C09666,"beta-Farnesene","(E)-beta-Farnesene|beta-Farnesene"
kegg:C09667,"Tiliacorine","Tiliacorine"
kegg:C09668,"Fumagillin","Fumagillin"
kegg:C09669,"Trilobine","Trilobine"
kegg:C09670,"Xylopine","Xylopine"
kegg:C09671,"Xylopinine","Norcoralydine|Xylopinine"
kegg:C09672,"Germacrene B","(E,E)-germacrene B|1,5-Cyclodecadiene, 1,5-dimethyl-8-(1-methylethylidene)-, (E,E)-|Germacrene B"
kegg:C09673,"Glutinosone","Glutinosone"
kegg:C09674,"Graphinone","Graphinone|Ovalicin"
kegg:C09675,"Guaiazulene","1,4-Dimethyl-7-isopropylazulene|Guaiazulene"
kegg:C09676,"Guaiol","Guaiol"
kegg:C09677,"Helminthosporal","Helminthosporal"
kegg:C09678,"Helminthosporol","Helminthosporol"
kegg:C09679,"Helminthosporoside A","Helminthosporoside A"
kegg:C09680,"Hemigossypol","Hemigossypol"
kegg:C09681,"Hernandulcin","Hernandulcin"
kegg:C09682,"Himachalol","Himachalol"
kegg:C09683,"Hirsutic acid C","Hirsutic acid C"
kegg:C09684,"Humulene","Humulene"
kegg:C09685,"10beta-Hydroxy-6beta-isobutyrylfuranoeremophilane","10beta-Hydroxy-6beta-isobutyrylfuranoeremophilane"
kegg:C09686,"Hydroxyisopatchoulenone","Hydroxyisopatchoulenone"
kegg:C09687,"Illudin M","Illudin M"
kegg:C09688,"Illudin S","Illudin S"
kegg:C09689,"Ipomeamarone","(+)-Ngaione|Ipomeamarone"
kegg:C09690,"alpha-Irone","alpha-Irone"
kegg:C09691,"Isocaryophyllene","Isocaryophyllene"
kegg:C09692,"Isovelleral","Isovelleral"
kegg:C09693,"Juvabione","Juvabione"
kegg:C09694,"Juvenile hormone III","Juvenile hormone III"
kegg:C09695,"Lacinilene C 7-methyl ether","Lacinilene C 7-methyl ether"
kegg:C09696,"Lactaroviolin","Lactaroviolin"
kegg:C09697,"Laserpitin","Laserpitin"
kegg:C09698,"Ledol","Ledol"
kegg:C09699,"Longifolene","Longifolene"
kegg:C09700,"Lubimin","Lubimin"
kegg:C09701,"Marasmic acid","Marasmic acid"
kegg:C09702,"Mukaadial","Mukaadial"
kegg:C09704,"Nerolidol","(3S,6E)-Nerolidol|Nerolidol"
kegg:C09705,"Patchouli alcohol","Patchouli alcohol"
kegg:C09706,"Petasin","Petasin"
kegg:C09707,"Phaseic acid","Phaseic acid"
kegg:C09708,"Phomenone","Phomenone"
kegg:C09709,"Phytuberin","Phytuberin"
kegg:C09710,"Pinguisone","Pinguisone"
kegg:C09711,"Piperdial","Piperdial"
kegg:C09712,"Polygodial","Polygodial"
kegg:C09714,"Rhipocephalin","Rhipocephalin"
kegg:C09715,"Rishitin","Rishitin"
kegg:C09716,"Roridin A","Roridin A"
kegg:C09717,"Rugosal A","Rugosal|Rugosal A"
kegg:C09718,"beta-Santalene","beta-Santalene"
kegg:C09719,"alpha-Santalol","alpha-Santalol"
kegg:C09720,"beta-Santalol","beta-Santalol"
kegg:C09721,"Sclerosporin","Sclerosporin"
kegg:C09722,"Seiricardine A","Seiricardine A"
kegg:C09723,"beta-Selinene","beta-Selinene"
kegg:C09724,"Lonchocarpol A","6,8-Diprenylnaringenin|Lonchocarpol A|Senegalensin"
kegg:C09725,"Shiromodiol diacetate","Shiromodiol diacetate"
kegg:C09726,"Dracorubin","Dracorubin"
kegg:C09727,"(-)-Epicatechin","(-)-Epicatechin"
kegg:C09728,"(+)-Epicatechin","(+)-Epicatechin|ent-Epicatechin"
kegg:C09729,"alpha-Sinensal","alpha-Sinensal"
kegg:C09730,"beta-Sinensal","2,6-Dimethyl-10-methylene-2,6,11-dodecatrienal|beta-Sinensal"
kegg:C09731,"Epigallocatechin 3-gallate","Epigallocatechin 3-gallate"
kegg:C09732,"Eriocitrin","Eriocitrin|Eriodictyol 7-O-rutinoside"
kegg:C09733,"Sirenin","Sirenin"
