compound_id,preferred_name,synonyms
kegg:C00350,"Phosphatidylethanolamine","(3-Phosphatidyl)-ethanolamine|(3-Phosphatidyl)ethanolamine|1-Acyl-2-acyl-sn-glycero-3-phosphoethanolamine|Cephalin|L-1-Phosphatidylethanolamine|O-(1-beta-Acyl-2-acyl-sn-glycero-3-phospho)ethanolamine|Phosphatidylethanolamine"
kegg:C00351,"5'-Phosphooligonucleotide","5'-Phosphooligonucleotide"
kegg:C00352,"D-Glucosamine 6-phosphate","6-amino-D-glucose 6-phosphate|6-amino-d-glucose 6-phosphate|D-Glucosamine 6-phosphate|D-Glucosamine phosphate"
kegg:C00353,"Geranylgeranyl diphosphate","Geranylgeranyl diphosphate|Geranylgeranyl pyrophosphate|all-trans-Geranylgeranyl diphosphate|all-trans-Geranylgeranyl pyrophosphate"
kegg:C00354,"D-Fructose 1,6-bisphosphate","D-Fructose 1,6-bisphosphate"
kegg:C00355,"3,4-Dihydroxy-L-phenylalanine","3,4-Dihydroxy-L-phenylalanine|3-Hydroxy-L-tyrosine|Dihydroxy-L-phenylalanine|L-Dopa|L-beta-(3,4-Dihydroxyphenyl)alanine|Levodopa"
kegg:C00356,"(S)-3-Hydroxy-3-methylglutaryl-CoA","(S)-3-Hydroxy-3-methylglutaryl-CoA|3-Hydroxy-3-methylglutaryl-CoA|HMG-CoA|Hydroxymethylglutaroyl coenzyme A|Hydroxymethylglutaryl-CoA"
kegg:C00357,"N-Acetyl-D-glucosamine 6-phosphate","N-Acetyl-D-glucosamine 6-phosphate"
kegg:C00360,"dAMP","2'-Deoxyadenosine 5'-monophosphate|2'-Deoxyadenosine 5'-phosphate|Deoxyadenosine monophosphate|Deoxyadenylic acid|dAMP"
kegg:C00361,"dGDP","2'-Deoxyguanosine 5'-diphosphate|dGDP"
kegg:C00362,"dGMP","2'-Deoxyguanosine 5'-monophosphate|2'-Deoxyguanosine 5'-phosphate|Deoxyguanosine monophosphate|Deoxyguanylic acid|dGMP"
kegg:C00363,"dTDP","Deoxythymidine 5'-diphosphate|dTDP"
kegg:C00364,"dTMP","5'-Thymidylic acid|Deoxythymidine 5'-phosphate|Deoxythymidylic acid|Thymidine 5'-phosphate|Thymidine monophosphate|Thymidylate|Thymidylic acid|dTMP"
kegg:C00365,"dUMP","2'-Deoxyuridine 5'-phosphate|Deoxyuridine 5'-phosphate|Deoxyuridine monophosphate|Deoxyuridylic acid|dUMP"
kegg:C00366,"Urate","Urate|Uric acid"
kegg:C00369,"Starch","Starch"
kegg:C00370,"Sterol","Sterol"
kegg:C00371,"Zeatin","(E)-2-Methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol|N6-(4-Hydroxyisopentenyl)adenine|Zeatin|trans-Zeatin"
kegg:C00372,"Dextran","(1,6-alpha-D-Glucosyl)m|(1,6-alpha-D-Glucosyl)m+1|(1,6-alpha-D-Glucosyl)n|(1,6-alpha-D-Glucosyl)n+1|1,6-alpha-D-Glucan|Dextran|Dextran 40|Dextran 70|Dextran 75"
kegg:C00373,"Elastin","Elastin"
kegg:C00374,"Heparin","Bemiparin|Enoxaparin|Heparin"
kegg:C00375,"Primary amine","Primary amine|RCH2NH2"
kegg:C00376,"Retinal","Retinal|Retinene|Vitamin A aldehyde|all-trans-Retinal|all-trans-Retinene|all-trans-Vitamin A aldehyde"
kegg:C00377,"Steroid","Steroid"
kegg:C00378,"Thiamine","Aneurin|Antiberiberi factor|Thiamin|Thiamine|Vitamin B1"
kegg:C00379,"Xylitol","Xylitol"
kegg:C00380,"Cytosine","Cytosine"
kegg:C00381,"Dolichol","Dolichol"
kegg:C00383,"Malonate","Malonate|Malonic acid|Propanedioic acid"
kegg:C00384,"Neomycin","Neomycin"
kegg:C00385,"Xanthine","Xanthine"
kegg:C00386,"Carnosine","Carnosine|Nalpha-(beta-alanyl)-L-histidine"
kegg:C00387,"Guanosine","Guanosine"
kegg:C00388,"1H-Imidazole-4-ethanamine","1H-Imidazole-4-ethanamine|2-(4-Imidazolyl)ethylamine|Histamine"
kegg:C00389,"Quercetin","3,3',4,5,7-Pentahydroxyflavone|3,5,7,3',4'-Pentahydroxyflavone|Quercetin"
kegg:C00390,"Ubiquinol","CoQH2|QH2|Ubiquinol"
kegg:C00391,"Calmodulin","Calmodulin"
kegg:C00392,"Mannitol","D-Mannitol|Mannitol"
kegg:C00393,"Fibrinogen","Blood coagulation factor I|Fibrinogen"
kegg:C00394,"GDP-glucose","GDP-D-glucose|GDP-alpha-D-glucose|GDP-glucose|GDPglucose|gdpglucose"
kegg:C00395,"Penicillin","Penam|Penicillin"
kegg:C00396,"Pyrimidine","Pyrimidine|Pyrimidine base"
kegg:C00397,"Tobramycin","3'-Deoxykanamycin B|Nebramycin factir 6|Tobramycin"
kegg:C00398,"Tryptamine","3-(2-Aminoethyl)indole|Tryptamine"
kegg:C00399,"Ubiquinone","CoQ|Coenzyme Q|Q|Ubiquinone"
kegg:C00400,"(-)-Menthol","(-)-Menthol|L-Menthol"
kegg:C00401,"Chondroitin","Chondroitin|Chondroitin-D-glucuronate"
kegg:C00402,"D-Aspartate","D-Aspartate|D-Aspartic acid"
kegg:C00403,"Polypeptide","Polypeptide"
kegg:C00404,"Polyphosphate","(Phosphate)n|(Phosphate)n+1|(Phosphate)n-1|(Polyphosphate)n|(Polyphosphate)n-1|Polyphosphate"
kegg:C00405,"D-Amino acid","D-Amino acid"
kegg:C00406,"Feruloyl-CoA","Feruloyl-CoA|trans-Feruloyl-CoA"
kegg:C00407,"L-Isoleucine","2-Amino-3-methylvaleric acid|L-Isoleucine|L-isoleusine|l-isoleusine"
kegg:C00408,"L-Pipecolate","(S)-Piperidine-2-carboxylic acid|2-Piperidinecarboxylic acid|L-Pipecolate|Pipecolic acid|Pipecolinic acid"
kegg:C00409,"Methanethiol","Methanethiol|Methylmercaptan"
kegg:C00410,"Progesterone","4-Pregnene-3,20-dione|Progesterone"
kegg:C00411,"Sinapoyl-CoA","Sinapoyl-CoA"
kegg:C00412,"Stearoyl-CoA","Stearoyl-CoA|Stearyl coenzyme A|Stearyl-CoA"
kegg:C00413,"Streptomycin","Streptomycin"
kegg:C00414,"Cyclohexanone","Cyclohexanone"
kegg:C00415,"Dihydrofolate","7,8-Dihydrofolate|7,8-Dihydrofolic acid|7,8-Dihydropteroylglutamate|Dihydrofolate|Dihydrofolic acid"
kegg:C00416,"Phosphatidate","1,2-Diacyl-sn-glycerol 3-phosphate|3-sn-Phosphatidate|Phosphatidate|Phosphatidic acid"
kegg:C00417,"cis-Aconitate","cis-Aconitate|cis-Aconitic acid"
kegg:C00418,"(R)-Mevalonate","(R)-Mevalonate|3,5-Dihydroxy-3-methylvaleric acid|Mevalonic acid"
kegg:C00419,"Polynucleotide","Polynucleotide"
kegg:C00420,"Polysaccharide","Glycan|Polyglycose|Polysaccharide"
kegg:C00422,"Triacylglycerol","Triacylglycerol|Triglyceride"
kegg:C00423,"trans-Cinnamate","(E)-Cinnamate|trans-Cinnamate|trans-Cinnamic acid"
kegg:C00424,"(S)-Lactaldehyde","(S)-Lactaldehyde|L-2-Hydroxypropionaldehyde|L-Lactaldehyde"
kegg:C00426,"Dermatan sulfate","Chondroitin sulfate B|Dermatan sulfate|beta-Heparin"
kegg:C00427,"Prostaglandin H2","(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate|(5Z,13E,15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate|(5Z,9alpha,11alpha,13E,15S)-9,11-Epidioxy-15-hydroxy-prosta-5,13-dienoate|PGH2|Prostaglandin H2"
kegg:C00429,"5,6-Dihydrouracil","2,4-Dioxotetrahydropyrimidine|5,6-Dihydro-2,4-dihydroxypyrimidine|5,6-Dihydrouracil|Dihydro-2,4(1H,3H)-pyrimidinedione|Dihydrouracil|Dihydrouracile|Hydrouracil"
kegg:C00430,"5-Aminolevulinate","5-Amino-4-oxopentanoate|5-Amino-4-oxovaleric acid|5-Aminolevulinate"
kegg:C00431,"5-Aminopentanoate","5-Aminopentanoate|5-Aminopentanoic acid|5-Aminovaleric acid"
kegg:C00433,"2,5-Dioxopentanoate","2,5-Dioxopentanoate|2-Oxoglutarate semialdehyde"
kegg:C00434,"Double-stranded DNA","Double-stranded DNA"
kegg:C00435,"Oxidized rubredoxin","Oxidized rubredoxin"
kegg:C00436,"N-Carbamoylputrescine","N-Carbamoylputrescine"
kegg:C00437,"N-Acetylornithine","N-Acetylornithine|N2-Acetyl-L-ornithine|n-2-acetyl-l-ornithine"
kegg:C00438,"N-Carbamoyl-L-aspartate","N-Carbamoyl-L-aspartate"
kegg:C00439,"N-Formimino-L-glutamate","N-Formimidoyl-L-glutamate|N-Formimino-L-glutamate"
kegg:C00440,"5-Methyltetrahydrofolate","5-Methyltetrahydrofolate"
kegg:C00441,"L-Aspartate 4-semialdehyde","Aspartate beta-semialdehyde|L-Aspartate 4-semialdehyde|L-Aspartic 4-semialdehyde|l-aspartate-4-semialdehyde"
kegg:C00444,"5'-Phosphooligoribonucleotide","5'-Phosphooligoribonucleotide"
kegg:C00445,"5,10-Methenyltetrahydrofolate","5,10-Methenyltetrahydrofolate"
kegg:C00446,"alpha-D-Galactose 1-phosphate","alpha-D-Galactopyranose 1-phosphate|alpha-D-Galactose 1-phosphate"
kegg:C00447,"Sedoheptulose 1,7-bisphosphate","D-Sedoheptulose 1,7-bisphosphate|D-altro-Heptulose 1,7-biphosphate|Sedoheptulose 1,7-bisphosphate"
kegg:C00448,"trans,trans-Farnesyl diphosphate","(2E,6E)-Farnesyl diphosphate|2-trans,6-trans-Farnesyl diphosphate|Farnesyl diphosphate|Farnesyl pyrophosphate|trans,trans-Farnesyl diphosphate"
kegg:C00449,"N6-(L-1,3-Dicarboxypropyl)-L-lysine","L-Saccharopine|N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid|N6-(L-1,3-Dicarboxypropyl)-L-lysine|Saccharopine"
kegg:C00450,"(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate","(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate|delta1-Piperideine-6-L-carboxylate"
kegg:C00451,"(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate","(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate|D-threo-Isocitric acid"
kegg:C00454,"NDP","NDP|Nucleoside diphosphate"
kegg:C00455,"Nicotinamide D-ribonucleotide","NMN|Nicotinamide D-ribonucleotide|Nicotinamide mononucleotide|Nicotinamide nucleotide|Nicotinamide ribonucleotide|beta-Nicotinamide D-ribonucleotide|beta-Nicotinamide mononucleotide|beta-Nicotinamide ribonucleotide"
kegg:C00458,"dCTP","2'-Deoxycytidine 5'-triphosphate|Deoxycytidine 5'-triphosphate|Deoxycytidine triphosphate|dCTP"
kegg:C00459,"dTTP","Deoxythymidine 5'-triphosphate|Deoxythymidine triphosphate|TTP|dTTP"
kegg:C00460,"dUTP","2'-Deoxyuridine 5'-triphosphate|dUTP"
kegg:C00461,"Chitin","Chitin|[1,4-(N-Acetyl-beta-D-glucosaminyl)]n|[1,4-(N-Acetyl-beta-D-glucosaminyl)]n+1|beta-1,4-Poly-N-acetyl-D-glucosamine"
kegg:C00462,"Halide","HX|Halide|Halo acid|Hydrogen halide"
kegg:C00463,"Indole","2,3-Benzopyrrole|Indole"
kegg:C00464,"Mannan","Mannan|Mannoglycan"
kegg:C00466,"Acetoin","2-Acetoin|3-Hydroxy-2-butanone|3-Hydroxybutan-2-one|Acetoin|Dimethylketol"
kegg:C00468,"Estrone","3-Hydroxy-1,3,5(10)-estratrien-17-one|Estrone"
kegg:C00469,"Ethanol","Ethanol|Ethyl alcohol|Methylcarbinol"
kegg:C00470,"Pectate","(1,4-alpha-D-Galacturonide)n|(1,4-alpha-D-Galacturonosyl)n|De-esterified pectin|Pectate|Pectic acid|Poly(1,4-alpha-D-galacturonate)|Poly(1,4-alpha-D-galacturonate)(n)|alpha-D-Polygalacturonic acid"
kegg:C00472,"p-Benzoquinone","1,4-Benzoquinone|2,5-Cyclohexadiene-1,4-dione|Chinone|Quinone|p-Benzoquinone"
kegg:C00473,"Retinol","Retinol|Vitamin A|Vitamin A alcohol|Vitamin A1|all-trans-Retinol|vitamin a alcohol"
kegg:C00474,"Ribitol","Adonitol|Ribitol"
kegg:C00475,"Cytidine","Cytidine"
kegg:C00476,"D-Lyxose","D-Lyxose"
kegg:C00477,"Ecdysone","Ecdysone"
kegg:C00478,"Lichenin","Lichenan|Lichenin"
kegg:C00479,"Propanal","Propanal|Propionaldehyde"
kegg:C00480,"Pullulan","Pullulan"
kegg:C00481,"Pyrazole","1,2-Diazole|Pyrazole"
kegg:C00482,"Sinapate","3,5-Dimethoxy-4-hydroxycinnamic acid|Sinapate|Sinapic acid"
kegg:C00483,"Tyramine","2-(p-Hydroxyphenyl)ethylamine|Tyramine"
kegg:C00484,"Arylamide","Arylamide"
kegg:C00486,"Bilirubin","Bilirubin"
kegg:C00487,"Carnitine","3-Hydroxy-4-trimethylammoniobutanoate|Carnitine|gamma-Trimethyl-hydroxybutyrobetaine"
kegg:C00488,"Formamide","Formamide|Methanamide"
kegg:C00489,"Glutarate","1,3-Propanedicarboxylic acid|Glutarate|Glutaric acid|Pentanedioic acid"
kegg:C00490,"Itaconate","Itaconate|Itaconic acid|Methylenesuccinic acid"
kegg:C00491,"L-Cystine","L-Cystine|L-Dicysteine|L-alpha-Diamino-beta-dithiolactic acid"
kegg:C00492,"Raffinose","6G-alpha-D-galactosylsucrose|Gossypose|Melitose|Melitriose|Raffinose"
kegg:C00493,"Shikimate","3,4,5-Trihydroxy-1-cyclohexenecarboxylic acid|Shikimate|Shikimic acid"
kegg:C00494,"Sisomicin","Antibiotic 6640|Dehydrogentamicin Cla|Rickamicin|Sisomicin"
kegg:C00495,"Sulochrin","Sulochrin"
kegg:C00496,"Ubiquitin","Ubiquitin"
kegg:C00497,"(R)-Malate","(R)-Malate|D-Malate|D-Malic acid"
kegg:C00498,"ADP-glucose","ADP-glucose|ADPglucose|Adenosine diphosphoglucose|adpglucose"
kegg:C00499,"Allantoate","Allantoate|Allantoic acid"
kegg:C00500,"Biliverdin","Biliverdin|Biliverdin IX alpha"
kegg:C00501,"CDP-glucose","CDP-D-Glucose|CDP-glucose|cdpglucose"
kegg:C00502,"D-Xylonate","D-Xylonate"
kegg:C00503,"Erythritol","Erythrite|Erythritol|Erythrol|Phycite|Phycitol"
kegg:C00504,"Folate","Folate|Folic acid|Pteroylglutamic acid"
kegg:C00505,"Gentamicin","Gentamicin"
kegg:C00506,"L-Cysteate","2-Amino-3-sulfopropionic acid|3-Sulfoalanine|L-Cysteate|L-Cysteic acid"
kegg:C00507,"L-Rhamnose","6-Deoxy-L-mannose|L-Mannomethylose|L-Rhamnose"
kegg:C00508,"L-Ribulose","L-Arabinoketose|L-Arabinulose|L-Riboketose|L-Ribulose|L-erythro-Pentulose"
kegg:C00509,"Naringenin","(-)-(2S)-Naringenin|(2S)-Naringenin|4',5,7-Trihydroxyflavanone|Naringenin"
kegg:C00510,"Oleoyl-CoA","(9Z)-Octadecenoyl-CoA|Oleoyl-CoA"
kegg:C00511,"Acrylic acid","2-Propenoic acid|Acrylate|Acrylic acid|Propenoate|Vinylformic acid"
kegg:C00512,"S-Benzoate coenzyme A","Benzoyl-CoA|S-Benzoate coenzyme A"
kegg:C00513,"CDP-glycerol","CDP-glycerol"
kegg:C00514,"D-Mannonate","D-Mannonate"
kegg:C00515,"D-Ornithine","D-Ornithine"
kegg:C00516,"Fibronectin","Fibronectin"
kegg:C00517,"Hexadecanal","Hexadecanal|Palmitaldehyde"
kegg:C00518,"Hyaluronate","Hyaluronate|Hyaluronic acid|[beta-N-Acetyl-D-glucosaminyl(1,4)beta-D-glucuronosyl(1,3)]n"
kegg:C00519,"Hypotaurine","2-Aminoethanesulfinic acid|Hypotaurine"
kegg:C00521,"(-)-Limonene","(-)-(4S)-Limonene|(-)-(S)-Limonene|(-)-Limonene"
kegg:C00522,"(R)-Pantoate","(R)-Pantoate|Pantoate|Pantoic acid"
kegg:C00523,"Androsterone","3alpha-Hydroxy-5alpha-androstan-17-one|Androsterone"
kegg:C00524,"Cytochrome c","Cytochrome c|Holocytochrome c"
kegg:C00525,"D-Tryptophan","D-Tryptophan"
kegg:C00526,"Deoxyuridine","2'-Deoxyuridine|2-Deoxyuridine|Deoxyuridine"
kegg:C00527,"Glutaryl-CoA","Glutaryl-CoA"
kegg:C00528,"Glycopeptide","Glycopeptide"
kegg:C00530,"Hydroquinone","1,4-Benzenediol|1,4-Dihydroxybenzene|4-Hydroxyphenol|Benzene-1,4-diol|Hydroquinone|Quinol|p-Benzenediol"
kegg:C00531,"Itaconyl-CoA","Itaconyl-CoA"
kegg:C00532,"L-Arabitol","L-Arabinitol|L-Arabinol|L-Arabitol|L-Lyxitol"
kegg:C00533,"Nitric oxide","NO|Nitric oxide|Nitrogen monoxide"
kegg:C00534,"Pyridoxamine","PM|Pyridoxamine"
kegg:C00535,"Testosterone","17beta-Hydroxy-4-androsten-3-one|4-androstene-17-ol-3-one|Testosterone"
kegg:C00536,"Triphosphate","Inorganic triphosphate|Triphosphate|Triphosphoric acid|Tripolyphosphate"
kegg:C00538,"2-Oxoaldehyde","2-Oxoaldehyde"
kegg:C00539,"Aromatic acid","Aromatic acid|Aromatic carboxylic acid"
kegg:C00540,"Cinnamoyl-CoA","Cinnamoyl-CoA"
kegg:C00541,"Cob(II)alamin","Cob(II)alamin|Vitamin B12r"
kegg:C00542,"Cystathionine","Cystathionine"
kegg:C00543,"Dimethylamine","(CH3)2NH|Dimethylamine"
kegg:C00544,"Homogentisate","2,5-Dihydroxyphenylacetate|2,5-Dihydroxyphenylacetic acid|Homogentisate|Homogentisic acid"
kegg:C00545,"L-Arabinonate","L-Arabinonate"
kegg:C00546,"Methylglyoxal","2-Ketopropionaldehyde|2-Oxopropanal|Methylglyoxal|Pyruvaldehyde|Pyruvic aldehyde"
kegg:C00547,"L-Noradrenaline","4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol|Arterenol|L-Noradrenaline|Noradrenaline|Norepinephrine"
kegg:C00548,"Phenyl acetate","Acetic acid,phenyl ester|Acetylphenol|Phenyl acetate"
kegg:C00549,"RNA (poly(U))","RNA (poly(U))"
kegg:C00550,"Sphingomyelin","Sphingomyelin"
kegg:C00551,"beta-D-Glucan","beta-D-Glucan|beta-Glucan"
kegg:C00552,"meso-Tartaric acid","meso-Tartaric acid|meso-Tartrate"
kegg:C00553,"(+)-Neomenthol","(+)-Neomenthol"
kegg:C00555,"4-Aminobutyraldehyde","4-Aminobutanal|4-Aminobutyraldehyde|Butyraldehyde, 4-amino-"
kegg:C00556,"Benzyl alcohol","Benzenemethanol|Benzyl alcohol|Hydroxymethylbenzene|Phenylcarbinol|Phenylmethanol|alpha-Hydroxytoluene"
kegg:C00557,"Cyclopentanone","Cyclopentanone"
kegg:C00558,"D-Tagaturonate","D-Tagaturonate|D-Tagaturonic acid"
kegg:C00559,"Deoxyadenosine","2'-Deoxyadenosine|Deoxyadenosine"
kegg:C00561,"Mandelonitrile","Benzaldehyde cyanohydrin|Mandelonitrile"
kegg:C00562,"Phosphoprotein","Phosphoprotein"
kegg:C00563,"Phosphoramidon","Phosphoramidon"
kegg:C00565,"Trimethylamine","(CH3)3N|N,N-Dimethylmethanamine|Trimethylamine"
kegg:C00566,"(3S)-Citryl-CoA","(3S)-Citryl-CoA"
kegg:C00568,"4-Aminobenzoate","4-Aminobenzoate|4-Aminobenzoic acid|ABEE|p-Aminobenzoate"
kegg:C00569,"Arabinogalactan","Arabinogalactan|Arabinogalactoglycan"
kegg:C00570,"CDP-ethanolamine","CDP-ethanolamine|Cytidine diphosphate ethanolamine|cdpethanolamine"
kegg:C00571,"Cyclohexylamine","Cyclohexanamine|Cyclohexylamine"
kegg:C00573,"Keratan sulfate","Keratan|Keratan 6'-sulfate|Keratan sulfate|Kerato 6'-sulfate|Kerato sulfate"
kegg:C00574,"beta-D-Fucoside","beta-D-Fucoside"
kegg:C00575,"3',5'-Cyclic AMP","3',5'-Cyclic AMP|Adenosine 3',5'-cyclic phosphate|Adenosine 3',5'-phosphate|Adenosine 3':5'-(cyclic)phosphate|Cyclic AMP|Cyclic adenylic acid|adenosine 3':5'-(cyclic)phosphate|cAMP"
kegg:C00576,"Betaine aldehyde","Betaine aldehyde"
kegg:C00577,"D-Glyceraldehyde","(R)-Glyceraldehyde|(r)-glyceraldehyde|D-Glyceraldehyde"
kegg:C00579,"Dihydrolipoamide","Dihydrolipoamide|Dihydrothioctamide"
kegg:C00580,"Dimethyl sulfide","Dimethyl sulfide|Methyl sulfide|Methyl thioether|dimethylsulfide"
kegg:C00581,"Guanidinoacetate","Glycocyamine|Guanidinoacetate|Guanidinoacetic acid|Guanidoacetic acid|N-Amidinoglycine"
kegg:C00582,"Phenylacetyl-CoA","Phenylacetyl coenzyme A|Phenylacetyl-CoA"
kegg:C00583,"Propane-1,2-diol","1,2-Propanediol|Propane-1,2-diol|Propylene glycol"
kegg:C00584,"Prostaglandin E2","(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate|(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate|Dinoprostone|PGE2|Prostaglandin E2"
kegg:C00585,"Protein tyrosine","Protein tyrosine|[Protein]-L-tyrosine"
kegg:C00586,"2-Deoxy-D-glucose","2-Deoxy-D-arabino-hexose|2-Deoxy-D-glucose|D-arabino-2-Deoxyhexose"
kegg:C00587,"3-Hydroxybenzoate","3-Hydroxybenzoate|3-Hydroxybenzoic acid|m-Hydroxybenzoic acid"
kegg:C00588,"Choline phosphate","Choline phosphate|O-Phosphocholine|Phosphocholine|Phosphorylcholine"
